CONTENT,CLASS,content_lower,content_lower_rn,remove_numbers,content_tokenized,normalized,content_stopwords,content_lemma
Please go in and see our Channel and subscribe :-). It would be Nice mate.,1,please go in and see our channel and subscribe :-). it would be nice mate.,please go in and see our channel and subscribe it would be nice mate,please go in and see our channel and subscribe it would be nice mate,"['please', 'go', 'in', 'and', 'see', 'our', 'channel', 'and', 'subscribe', 'it', 'would', 'be', 'nice', 'mate']","['please', 'go', 'in', 'and', 'see', 'our', 'channel', 'and', 'subscribe', 'it', 'would', 'be', 'nice', 'mate']","['channel', 'subscribe', 'nice', 'mate']","['channel', 'subscribe', 'nice', 'mate']"
wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,1,wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,wanna earn money online without investmentjust visit this link thergloveblogspotinblogpost10html,wanna earn money online without investmentjust visit this link,"['wan', 'na', 'earn', 'money', 'online', 'without', 'investmentjust', 'visit', 'this', 'link']","['wan', 'na', 'earn', 'money', 'online', 'without', 'investmentjust', 'visit', 'this', 'link']","['wan', 'na', 'earn', 'money', 'online', 'investmentjust', 'visit', 'link']","['wan', 'na', 'earn', 'money', 'online', 'investmentjust', 'visit', 'link']"
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donât have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Iâm an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1,"hello everyone :) i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i donât have any money for advertisements, no chance of getting heard, nothing. i live in such a small town... if this comes off as spam, sorry. iâm an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney ",hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,"['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comments', 'who', 'still', 'reading', 'thanks', 'don', 't', 'money', 'advertisements', 'chance', 'heard', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciated', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comment', 'who', 'still', 'read', 'thanks', 'don', 't', 'money', 'advertisement', 'chance', 'hear', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciate', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']"
CHECK OUT THE DUBSTEP VERSION,1,check out the dubstep version,check out the dubstep version,check out the dubstep version,"['check', 'out', 'the', 'dubstep', 'version']","['check', 'out', 'the', 'dubstep', 'version']","['check', 'dubstep', 'version']","['check', 'dubstep', 'version']"
i can to make money,1,i can to make money,i can to make money,i can to make money,"['i', 'can', 'to', 'make', 'money']","['i', 'can', 'to', 'make', 'money']",['money'],['money']
Wanna Laugh??? Please SUBSCRIBE to our channel!!!,1,wanna laugh??? please subscribe to our channel!!!,wanna laugh please subscribe to our channel,wanna laugh please subscribe to our channel,"['wan', 'na', 'laugh', 'please', 'subscribe', 'to', 'our', 'channel']","['wan', 'na', 'laugh', 'please', 'subscribe', 'to', 'our', 'channel']","['wan', 'na', 'laugh', 'subscribe', 'channel']","['wan', 'na', 'laugh', 'subscribe', 'channel']"
Earn money for being online with 0 efforts!    bit.ly\14gKvDo,1,earn money for being online with 0 efforts!    bit.ly\14gkvdo,earn money for being online with efforts url,earn money for being online with efforts url,"['earn', 'money', 'for', 'being', 'online', 'with', 'efforts', 'url']","['earn', 'money', 'for', 'being', 'online', 'with', 'efforts', 'url']","['earn', 'money', 'online', 'efforts', 'url']","['earn', 'money', 'online', 'effort', 'url']"
"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you! ",1,"could you please check out my covers on my channel? i do covers like adele, kodaline, imagine dragons...and more. please if you could spare a few minutes,  could you have a listen to one or two of my covers , feel free to comment and subscribe :) thank you! ",could you please check out my covers on my channel i do covers like adele kodaline imagine dragonsand more please if you could spare a few minutes could you have a listen to one or two of my covers feel free to comment and subscribe thank you,could you please check out my covers on my channel i do covers like adele kodaline imagine dragonsand more please if you could spare a few minutes could you have a listen to one or two of my covers feel free to comment and subscribe thank you,"['could', 'you', 'please', 'check', 'out', 'my', 'covers', 'on', 'my', 'channel', 'i', 'do', 'covers', 'like', 'adele', 'kodaline', 'imagine', 'dragonsand', 'more', 'please', 'if', 'you', 'could', 'spare', 'a', 'few', 'minutes', 'could', 'you', 'have', 'a', 'listen', 'to', 'one', 'or', 'two', 'of', 'my', 'covers', 'feel', 'free', 'to', 'comment', 'and', 'subscribe', 'thank', 'you']","['could', 'you', 'please', 'check', 'out', 'my', 'covers', 'on', 'my', 'channel', 'i', 'do', 'covers', 'like', 'adele', 'kodaline', 'imagine', 'dragonsand', 'more', 'please', 'if', 'you', 'could', 'spare', 'a', 'few', 'minutes', 'could', 'you', 'have', 'a', 'listen', 'to', 'one', 'or', 'two', 'of', 'my', 'covers', 'feel', 'free', 'to', 'comment', 'and', 'subscribe', 'thank', 'you']","['check', 'covers', 'channel', 'covers', 'like', 'adele', 'kodaline', 'imagine', 'dragonsand', 'spare', 'minutes', 'listen', 'covers', 'feel', 'free', 'comment', 'subscribe', 'thank']","['check', 'cover', 'channel', 'cover', 'like', 'adele', 'kodaline', 'imagine', 'dragonsand', 'spare', 'minute', 'listen', 'cover', 'feel', 'free', 'comment', 'subscribe', 'thank']"
adf.ly /KlD3Y,1,adf.ly /kld3y,url kld3y,url,['url'],['url'],['url'],['url']
Check out  these Irish guys cover  of Avicii&#39;s  Wake Me Up!  Just search...  &quot;wake me up Fiddle Me Silly&quot; Worth a listen  for the gorgeous fiddle player!,1,check out  these irish guys cover  of avicii&#39;s  wake me up!  just search...  &quot;wake me up fiddle me silly&quot; worth a listen  for the gorgeous fiddle player!,check out these irish guys cover of aviciis wake me up just search wake me up fiddle me silly worth a listen for the gorgeous fiddle player,check out these irish guys cover of aviciis wake me up just search wake me up fiddle me silly worth a listen for the gorgeous fiddle player,"['check', 'out', 'these', 'irish', 'guys', 'cover', 'of', 'aviciis', 'wake', 'me', 'up', 'just', 'search', 'wake', 'me', 'up', 'fiddle', 'me', 'silly', 'worth', 'a', 'listen', 'for', 'the', 'gorgeous', 'fiddle', 'player']","['check', 'out', 'these', 'irish', 'guys', 'cover', 'of', 'aviciis', 'wake', 'me', 'up', 'just', 'search', 'wake', 'me', 'up', 'fiddle', 'me', 'silly', 'worth', 'a', 'listen', 'for', 'the', 'gorgeous', 'fiddle', 'player']","['check', 'irish', 'cover', 'aviciis', 'wake', 'search', 'wake', 'fiddle', 'silly', 'worth', 'listen', 'gorgeous', 'fiddle', 'player']","['check', 'irish', 'cover', 'aviciis', 'wake', 'search', 'wake', 'fiddle', 'silly', 'worth', 'listen', 'gorgeous', 'fiddle', 'player']"
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donât have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1,"hello everyone :) i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i donât have any money for advertisements, no chance of getting heard, nothing... if this comes off as spam, sorry. i am a video animator, just trying to make it up into the video animation industry. please give me the chance to prove myself to you. please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! thank you! ",hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing if this comes off as spam sorry i am a video animator just trying to make it up into the video animation industry please give me the chance to prove myself to you please visit my channel subscribe if you like and thumb this comment up so everyone can see thank you,hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing if this comes off as spam sorry i am a video animator just trying to make it up into the video animation industry please give me the chance to prove myself to you please visit my channel subscribe if you like and thumb this comment up so everyone can see thank you,"['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'am', 'a', 'video', 'animator', 'just', 'trying', 'to', 'make', 'it', 'up', 'into', 'the', 'video', 'animation', 'industry', 'please', 'give', 'me', 'the', 'chance', 'to', 'prove', 'myself', 'to', 'you', 'please', 'visit', 'my', 'channel', 'subscribe', 'if', 'you', 'like', 'and', 'thumb', 'this', 'comment', 'up', 'so', 'everyone', 'can', 'see', 'thank', 'you']","['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'am', 'a', 'video', 'animator', 'just', 'trying', 'to', 'make', 'it', 'up', 'into', 'the', 'video', 'animation', 'industry', 'please', 'give', 'me', 'the', 'chance', 'to', 'prove', 'myself', 'to', 'you', 'please', 'visit', 'my', 'channel', 'subscribe', 'if', 'you', 'like', 'and', 'thumb', 'this', 'comment', 'up', 'so', 'everyone', 'can', 'see', 'thank', 'you']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comments', 'who', 'still', 'reading', 'thanks', 'don', 't', 'money', 'advertisements', 'chance', 'heard', 'spam', 'sorry', 'video', 'animator', 'trying', 'video', 'animation', 'industry', 'chance', 'prove', 'visit', 'channel', 'subscribe', 'like', 'thumb', 'comment', 'everyone', 'thank']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comment', 'who', 'still', 'read', 'thanks', 'don', 't', 'money', 'advertisement', 'chance', 'heard', 'spam', 'sorry', 'video', 'animator', 'try', 'video', 'animation', 'industry', 'chance', 'prove', 'visit', 'channel', 'subscribe', 'like', 'thumb', 'comment', 'everyone', 'thank']"
