CONTENT,CLASS,content_lower,normalized,content_rn,content_tokenized,content_filter,content_stopwords,content_stemm
Check out Berzerk video on my channel ! :D,1,check out berzerk video on my channel ! :d,check out berzerk video on my channel ! :d,check out berzerk video on my channel d,"['check', 'out', 'berzerk', 'video', 'on', 'my', 'channel', 'd']","['check', 'out', 'berzerk', 'video', 'on', 'my', 'channel']","['check', 'berzerk', 'video', 'my', 'channel']","['check', 'berzerk', 'video', 'my', 'channel']"
super﻿,0,super﻿,super﻿,super,['super'],['super'],['super'],['super']
eminem new song check out my videos,1,eminem new song check out my videos,eminem new song check out my videos,eminem new song check out my videos,"['eminem', 'new', 'song', 'check', 'out', 'my', 'videos']","['eminem', 'new', 'song', 'check', 'out', 'my', 'videos']","['eminem', 'new', 'song', 'check', 'my', 'videos']","['eminem', 'new', 'song', 'check', 'my', 'video']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']"
"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be ",1,"my friends wife earns 4000dollars a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a pc taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are legit ..please like this so the msg gets thru to vulnerable  people like eminem used to be ","my friends wife earns 4000dollars a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a pc taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are legit ..please like this so the message gets thru to vulnerable  people like eminem used to be ",my friends wife earns 4000dollars a month you can do it do if you want to be a wwhore you can not get these type of wages for working from home on a pc taking surveys dont believe that shit just because yahoo and other are taking their money does not mean they are legit please like this so the message gets thru to vulnerable people like eminem used to be,"['my', 'friends', 'wife', 'earns', '4000dollars', 'a', 'month', 'you', 'can', 'do', 'it', 'do', 'if', 'you', 'want', 'to', 'be', 'a', 'wwhore', 'you', 'can', 'not', 'get', 'these', 'type', 'of', 'wages', 'for', 'working', 'from', 'home', 'on', 'a', 'pc', 'taking', 'surveys', 'dont', 'believe', 'that', 'shit', 'just', 'because', 'yahoo', 'and', 'other', 'are', 'taking', 'their', 'money', 'does', 'not', 'mean', 'they', 'are', 'legit', 'please', 'like', 'this', 'so', 'the', 'message', 'gets', 'thru', 'to', 'vulnerable', 'people', 'like', 'eminem', 'used', 'to', 'be']","['my', 'friends', 'wife', 'earns', '4000dollars', 'a', 'month', 'you', 'can', 'do', 'it', 'do', 'if', 'you', 'want', 'to', 'be', 'a', 'wwhore', 'you', 'can', 'not', 'get', 'these', 'type', 'of', 'wages', 'for', 'working', 'from', 'home', 'on', 'a', 'taking', 'surveys', 'dont', 'believe', 'that', 'shit', 'just', 'because', 'yahoo', 'and', 'other', 'are', 'taking', 'their', 'money', 'does', 'not', 'mean', 'they', 'are', 'legit', 'please', 'like', 'this', 'so', 'the', 'message', 'gets', 'thru', 'to', 'vulnerable', 'people', 'like', 'eminem', 'used', 'to', 'be']","['my', 'friends', 'wife', 'earns', '4000dollars', 'month', 'you', 'can', 'you', 'want', 'wwhore', 'you', 'can', 'not', 'get', 'type', 'wages', 'working', 'home', 'taking', 'surveys', 'dont', 'believe', 'shit', 'just', 'yahoo', 'taking', 'money', 'not', 'mean', 'legit', 'please', 'like', 'so', 'message', 'gets', 'thru', 'vulnerable', 'people', 'like', 'eminem', 'used']","['my', 'friend', 'wife', 'earn', '4000dollar', 'month', 'you', 'can', 'you', 'want', 'wwhore', 'you', 'can', 'not', 'get', 'type', 'wage', 'work', 'home', 'take', 'survey', 'dont', 'believ', 'shit', 'just', 'yahoo', 'take', 'money', 'not', 'mean', 'legit', 'pleas', 'like', 'so', 'messag', 'get', 'thru', 'vulner', 'peopl', 'like', 'eminem', 'use']"
Subscribe To Mê Please Guys,1,subscribe to mê please guys,subscribe to mê please guys,subscribe to m please guys,"['subscribe', 'to', 'm', 'please', 'guys']","['subscribe', 'to', 'please', 'guys']","['subscribe', 'please', 'guys']","['subscrib', 'pleas', 'guy']"
"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift","this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",this is the numeric most watched video on youtube and hes the numeric most subscribed channel on youtube just recentley surpassing justing bieber and is less then numeric subs away from beating taylor swift,"['this', 'is', 'the', 'numeric', 'most', 'watched', 'video', 'on', 'youtube', 'and', 'hes', 'the', 'numeric', 'most', 'subscribed', 'channel', 'on', 'youtube', 'just', 'recentley', 'surpassing', 'justing', 'bieber', 'and', 'is', 'less', 'then', 'numeric', 'subs', 'away', 'from', 'beating', 'taylor', 'swift']","['this', 'is', 'the', 'numeric', 'most', 'watched', 'video', 'on', 'youtube', 'and', 'hes', 'the', 'numeric', 'most', 'subscribed', 'channel', 'on', 'youtube', 'just', 'recentley', 'surpassing', 'justing', 'bieber', 'and', 'is', 'less', 'then', 'numeric', 'subs', 'away', 'from', 'beating', 'taylor', 'swift']","['numeric', 'most', 'watched', 'video', 'youtube', 'hes', 'numeric', 'most', 'subscribed', 'channel', 'youtube', 'just', 'recentley', 'surpassing', 'justing', 'bieber', 'less', 'numeric', 'subs', 'away', 'beating', 'taylor', 'swift']","['numer', 'most', 'watch', 'video', 'youtub', 'hes', 'numer', 'most', 'subscrib', 'channel', 'youtub', 'just', 'recentley', 'surpass', 'just', 'bieber', 'less', 'numer', 'sub', 'away', 'beat', 'taylor', 'swift']"
hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1,hey its m.e.s here i&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,hey its m.e.s here i&#39;m a young up and coming rapper and i want to get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a subscribe if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribe and 4000 views on my first video ive been told i have potential,hey its m e s here i m a young up and coming rapper and i want to get my music heard i know spam wont get me fame but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a subscribe if you enjoy yourself im just getting started so i really appreciate those who take time to leave constructive criticism i already got numeric subscribe and numeric views on my first video ive been told i have potential,"['hey', 'its', 'm', 'e', 's', 'here', 'i', 'm', 'a', 'young', 'up', 'and', 'coming', 'rapper', 'and', 'i', 'want', 'to', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'but', 'at', 'the', 'moment', 'i', 'got', 'no', 'way', 'of', 'getting', 'a', 'little', 'attention', 'so', 'please', 'do', 'me', 'a', 'favour', 'and', 'check', 'out', 'my', 'channel', 'and', 'drop', 'a', 'subscribe', 'if', 'you', 'enjoy', 'yourself', 'im', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'those', 'who', 'take', 'time', 'to', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'and', 'numeric', 'views', 'on', 'my', 'first', 'video', 'ive', 'been', 'told', 'i', 'have', 'potential']","['hey', 'its', 'here', 'i', 'a', 'young', 'up', 'and', 'coming', 'rapper', 'and', 'i', 'want', 'to', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'but', 'at', 'the', 'moment', 'i', 'got', 'no', 'way', 'of', 'getting', 'a', 'little', 'attention', 'so', 'please', 'do', 'me', 'a', 'favour', 'and', 'check', 'out', 'my', 'channel', 'and', 'drop', 'a', 'subscribe', 'if', 'you', 'enjoy', 'yourself', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'those', 'who', 'take', 'time', 'to', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'and', 'numeric', 'views', 'on', 'my', 'first', 'video', 'ive', 'been', 'told', 'i', 'have', 'potential']","['hey', 'i', 'young', 'coming', 'rapper', 'i', 'want', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'moment', 'i', 'got', 'no', 'way', 'getting', 'little', 'attention', 'so', 'please', 'me', 'favour', 'check', 'my', 'channel', 'drop', 'subscribe', 'you', 'enjoy', 'yourself', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'take', 'time', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'numeric', 'views', 'my', 'first', 'video', 'ive', 'told', 'i', 'potential']","['hey', 'i', 'young', 'come', 'rapper', 'i', 'want', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'moment', 'i', 'got', 'no', 'way', 'get', 'littl', 'attent', 'so', 'pleas', 'me', 'favour', 'check', 'my', 'channel', 'drop', 'subscrib', 'you', 'enjoy', 'yourself', 'just', 'get', 'start', 'so', 'i', 'realli', 'appreci', 'take', 'time', 'leav', 'construct', 'critic', 'i', 'alreadi', 'got', 'numer', 'subscrib', 'numer', 'view', 'my', 'first', 'video', 'ive', 'told', 'i', 'potenti']"
Love you﻿,0,love you﻿,love you﻿,love you,"['love', 'you']","['love', 'you']","['love', 'you']","['love', 'you']"
Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,1,lil m !!!!! check hi out!!!!! does live the way you lie and many more ! check it out!!! and subscribe,lil m !!!!! check hi out!!!!! does live the way you lie and many more ! check it out!!! and subscribe,lil m check hi out does live the way you lie and many more check it out and subscribe,"['lil', 'm', 'check', 'hi', 'out', 'does', 'live', 'the', 'way', 'you', 'lie', 'and', 'many', 'more', 'check', 'it', 'out', 'and', 'subscribe']","['lil', 'check', 'hi', 'out', 'does', 'live', 'the', 'way', 'you', 'lie', 'and', 'many', 'more', 'check', 'it', 'out', 'and', 'subscribe']","['lil', 'check', 'hi', 'live', 'way', 'you', 'lie', 'many', 'more', 'check', 'subscribe']","['lil', 'check', 'hi', 'live', 'way', 'you', 'lie', 'mani', 'more', 'check', 'subscrib']"
"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1,"hello to everyone! please check out my video: /watch?v=2b4wywphi8c it takes just 2 minutes, hope i don&#39;t ask too much. if you can&#39;t help me just like &amp; share the video please, so more people will see it. thumbs up, it would mean so much to me, maybe will make my dream come true. thanks to everyone, god bless you all!","hello to everyone! please check out my video: /watch?v=2b4wywphi8c it takes just 2 minutes, hope i don&#39;t ask too much. if you can&#39;t help me just like &amp; share the video please, so more people will see it. thumb up, it would mean so much to me, maybe will make my dream come true. thank to everyone, god bless you all!",hello to everyone please check out my video url it takes just numeric minutes hope i don t ask too much if you can t help me just like share the video please so more people will see it thumb up it would mean so much to me maybe will make my dream come true thank to everyone god bless you all,"['hello', 'to', 'everyone', 'please', 'check', 'out', 'my', 'video', 'url', 'it', 'takes', 'just', 'numeric', 'minutes', 'hope', 'i', 'don', 't', 'ask', 'too', 'much', 'if', 'you', 'can', 't', 'help', 'me', 'just', 'like', 'share', 'the', 'video', 'please', 'so', 'more', 'people', 'will', 'see', 'it', 'thumb', 'up', 'it', 'would', 'mean', 'so', 'much', 'to', 'me', 'maybe', 'will', 'make', 'my', 'dream', 'come', 'true', 'thank', 'to', 'everyone', 'god', 'bless', 'you', 'all']","['hello', 'to', 'everyone', 'please', 'check', 'out', 'my', 'video', 'url', 'it', 'takes', 'just', 'numeric', 'minutes', 'hope', 'i', 'don', 'ask', 'too', 'much', 'if', 'you', 'can', 'help', 'me', 'just', 'like', 'share', 'the', 'video', 'please', 'so', 'more', 'people', 'will', 'see', 'it', 'thumb', 'up', 'it', 'would', 'mean', 'so', 'much', 'to', 'me', 'maybe', 'will', 'make', 'my', 'dream', 'come', 'true', 'thank', 'to', 'everyone', 'god', 'bless', 'you', 'all']","['hello', 'everyone', 'please', 'check', 'my', 'video', 'url', 'takes', 'just', 'numeric', 'minutes', 'hope', 'i', 'ask', 'too', 'much', 'you', 'can', 'help', 'me', 'just', 'like', 'share', 'video', 'please', 'so', 'more', 'people', 'will', 'see', 'thumb', 'would', 'mean', 'so', 'much', 'me', 'maybe', 'will', 'make', 'my', 'dream', 'come', 'true', 'thank', 'everyone', 'god', 'bless', 'you', 'all']","['hello', 'everyon', 'pleas', 'check', 'my', 'video', 'url', 'take', 'just', 'numer', 'minut', 'hope', 'i', 'ask', 'too', 'much', 'you', 'can', 'help', 'me', 'just', 'like', 'share', 'video', 'pleas', 'so', 'more', 'peopl', 'will', 'see', 'thumb', 'would', 'mean', 'so', 'much', 'me', 'mayb', 'will', 'make', 'my', 'dream', 'come', 'true', 'thank', 'everyon', 'god', 'bless', 'you', 'all']"
